state,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27
Georgia,1233.192451132647,1444.379771178302,1680.2457281086506,1941.9257331807391,2230.4007459737286,2546.48104166554,2890.793115995849,3263.769927943813,3665.644573885274,4096.447386309142,4556.006358451973,5043.950716000459,5559.717390017538,6102.560092373855,6671.560656398802,7265.642280777843,7883.584302995034,8524.038128561015,9185.543952333997,9866.547926750243,10565.419456999118,11280.468333407209,12009.961444933633,12752.138853262393,13505.229043219973,14267.4632010483,15037.088406522877,15812.37965731359,16591.65067381406,17373.263459553014,18155.636616034724,18937.252431348592,19716.662779158927,20492.49387883927,21263.449978721022,22028.316032900697,22785.959448043566,23535.330980402494,24275.464865114507,25005.47826001772,25724.570085013398,26432.01933563083,27127.182946169574,27809.49327380469,28478.455270534945,29133.643404998253,29774.69839111575,30401.32377537972,31013.282429471747,31610.392989871714,32192.52628125932,32759.601755872547,33311.583976606984,33848.47916754503,34370.33185180962,34877.22159315308,35369.25985451779,35846.586983938396,36309.36933558668,36757.7965314763,37192.07886733321,37612.44486437942,38019.13896725775,38412.419387023736,38792.55608702936,39159.82890860522,39514.52583269348,39856.941372977635,40187.37509558031,40813.51257603815,41109.829070118925,41395.38705667785,41670.49320731416,41935.45271279801,42190.5685319186,42436.14072161351,42672.46584292516,42899.836437503385,43118.540569565324,43328.8614284314,43531.07698697328,43725.45971153418,43912.2763191096,44091.78757780539,44264.248146817474,44429.90645240167,44589.00459652201,44741.77829507929,44888.456842828586,45029.26310229376,45164.413514177824,45294.11812695087,45418.58064347071,45537.99848265663,45652.56285439229,45762.45884598117,45867.86551861656,45968.956012457784
Hawaii,26.64642586872683,37.82223775152363,51.64512648195587,68.13129393714307,87.16748122736807,108.52385359331824,131.8767348157885,156.83681185028362,182.97864760624776,209.8681736933781,237.08593415198143,264.2449381104902,291.0028822469132,317.0691496609148,342.20737915548517,366.2345688305021,389.0176880757988,410.46868026831976,430.53859325047074,449.21141191321516,466.4980105043952,482.4305049603475,497.05717338146917,510.4380264815116,522.64104722781,533.7390763150091,543.8072935155553,552.9212304466193,561.1552445006175,568.5813838334425,575.268577232256,581.2820887849241,586.6831843983647,591.5289645822462,595.8723250261068,599.762013055659,603.2427539063722,606.3554258461979,609.1372675247592,611.6221045716692,613.8405854805306,615.8204192745569,617.5866094323195,619.161680131558,620.5658921123178,621.8174464272778,622.9326750883289,623.9262181779205,624.8111874080566,625.5993164094011,626.3010982426619,626.9259107644515,627.4821305664897,627.9772362533122,628.4179018399223,628.810081045183,629.159083235543,629.4696417418093,629.7459752328987,629.9918427876453,630.2105932609455,630.4052094953478,630.5783478847494,630.7323737539583,630.8693929769997,630.9912802185521,631.0997041469487,631.1961499338495,631.2819393249629,631.4261242184641,631.4864976598567,631.540197474792,631.5879608827739,631.6304437641902,631.6682296137811,631.7018375129193,631.7317292273012,631.7583155252802,631.7819618018385,631.8029930840618,631.8216984857695,631.8383351716444,631.8531318846427,631.8662920846223,631.8779967408983,631.888406816777,631.8976654799502,631.9059000689363,631.9132238424309,631.9197375354938,631.9255307438671,631.930683155376,631.9352656452874,631.9393412506342,631.9429660368701,631.9461898687384,631.9490570959373,631.9516071629889
Idaho,178.92726883642155,211.0359852177764,246.39802257789142,284.9631086771402,326.63612254086775,371.28021684844595,418.7209680314526,468.7513005033864,521.1369285376504,575.622070786319,631.935214871281,689.7947394128098,748.9142350593837,809.0074017496306,869.7924343113414,930.9958408888583,992.3556674372436,1053.6241259615317,1114.5696440478723,1174.9783685825612,1234.6551676677573,1293.4241820551438,1351.1289814543074,1407.6323823887265,1462.8159834208093,1516.5794710659736,1568.8397460296032,1619.5299149329855,1668.598187782293,1716.0067163512094,1761.7304036053808,1805.7557094541248,1848.079473583637,1888.7077719789847,1927.6548200203488,1964.9419317579989,2000.5965421270173,2034.6512964394688,2067.1432094617426,2098.112894715095,2127.6038632918,2155.6618904203697,2182.3344472041267,2207.6701943626367,2231.7185343922674,2254.529218300165,2276.152002928335,2296.636354847087,2316.0311968391884,2334.384693099407,2351.744069423612,2368.155464844169,2383.6638113734784,2398.312738736307,2412.1445011971223,2425.1999238152284,2437.5183656839013,2449.1376979265538,2460.0942944308385,2470.4230334988033,2480.1573087766865,2489.329048000956,2497.9687382575917,2506.105456599381,2513.7669050013587,2520.979448757984,2527.768157537702,2534.1568484117747,2540.168130265464,2551.143133657956,2556.146441390829,2560.851603803084,2565.275871560861,2569.435558756206,2573.346086278406,2577.0220241296593,2580.477132571097,2583.724402011353,2586.776091572515,2589.6437662878056,2592.338332902001,2594.870074259852,2597.248682279779,2599.483289520245,2601.5824993546144,2603.554414777277,2605.406665869466,2607.146435957719,2608.7804865015555,2610.3151807496065,2611.7565062054973,2613.1100959461482,2614.38124883604,2615.5749486813893,2616.6958823682635,2617.7484570283445,2618.736816275579,2619.6648555561474
Illinois,1825.9823388613447,2125.105685663237,2461.0795088261953,2836.6211825985292,3254.429036802917,3717.158142475961,4227.395955795492,4787.638195790057,5400.265321188131,6067.519953618661,6791.485569140099,7574.066748823338,8416.971243016707,9321.69406420137,10289.503781230062,11321.431144423172,12418.260127594056,13580.521430612112,14808.48844548913,16102.175650958618,17461.339365734097,18885.48075956009,20373.85099414702,21925.458343311766,23539.07712320795,25213.258249392755,26946.341227510293,28736.467378366342,30581.594095849126,32479.509937191586,34427.850349110115,36424.11384001162,38465.678417342155,40549.818119865915,42673.71948683058,44834.49781923309,47029.21310240532,49254.885473583185,51508.510132721116,53787.07160931952,56087.55731222954,58406.97030310468,60742.341247233264,63090.73950778848,65449.283360983914,67815.14932015777,70185.58056638628,72557.89449182697,74929.48936961609,77297.85017080122,79660.55355451418,82015.27206241174,84359.77755238573,86691.94390971916,89009.74907629886,91311.27644025174,93594.71562950852,95858.36275338307,98100.62013634393,100319.99558781178,102515.10125109676,104684.65207354842,106827.46393868118,108942.4514995052,111028.62575058264,113085.09137448027,115111.04389634205,117105.76667828545,119068.62778326965,122896.64120646367,124760.92363932586,126591.5978510828,128388.40561410574,130151.15324550125,131879.708216591,133573.99579719699,135233.99574728555,136859.73906699216,138451.30481460993,140008.817000782,141532.44156588506,143022.38344643512,144478.8837352759,145902.21693933054,147292.68833780222,148650.63144289274,149976.40556437345,151270.39347867787,152532.99920259227,153764.64587109306,154965.77371841177,156136.83816100087,157278.30798071538,158390.66360621972,159474.39549036743,160530.00258108095,161557.99088307738,162558.8721076391
Indiana,777.916047689219,905.0843371615939,1047.1176566980105,1204.8786435272884,1379.1782367473334,1570.7654864270658,1780.318151312371,2008.4342479286138,2255.624686088269,2522.3070959743523,2808.800921196489,3115.3238215469537,3441.9893995477364,3788.806237069894,4155.678202966665,4542.405970279462,4948.689662485133,5374.132532641475,5818.245567211902,6280.4528977481905,6760.097898324249,7256.449844406849,7768.711009425722,8296.024078328992,8837.479762520785,9392.124507407814,9958.968191966054,10536.991728928304,11125.154484061171,11722.401443248418,12327.670066461533,12939.89677794826,13558.023051912061,14181.001062431673,14807.798875256129,15437.40516731391,16068.833467232458,16701.12591683743,17333.356559475076,17964.634166080206,18594.10461421463,19220.952838861347,19844.404376618146,20463.726527142324,21078.229157308986,21687.265174616736,22290.230696965908,22886.564946102182,23475.749891821837,24057.30967352605,24630.809824944045,25195.856326864552,25752.094511567793,26299.207841373638,26836.916582354086,27364.976392828536,27883.1768447988,28391.339895008896,28889.31832085466,29376.994134935,29854.276990646165,30321.102589882088,30777.431102626808,31223.245607016426,31658.550557311144,32083.370286156187,32497.747546525283,32901.74209783162,33295.42933985812,34052.25385782171,34415.608563123664,34769.08845753542,35112.828491191874,35446.972179989636,35771.67062135397,36087.08156531359,36393.368539997864,36690.7000304309,36979.248709295134,37259.19071817087,37530.70499762416,37793.97266440987,38049.1764339765,38296.50008640294,38536.12797386027,38768.24456767239,38993.034043046224,39210.67989955157,39421.36461545237,39625.26933402188,39822.573580013996,40013.455004508636,40198.08915640122,40376.6492788619,40549.30612914996,40716.227820230866,40877.579682706855,41033.52414563707
Iowa,9.520173777745832,13.722192586162384,19.44726091521729,27.119977405593648,37.24260947836623,50.39874742691821,67.25474274958084,88.55858439023625,115.13597363824869,147.88348626044174,187.75885001863568,235.76850725600238,292.95276601515604,360.36896045370935,439.07313508487465,530.1008326549277,634.4475996850728,753.0498265893428,886.7665126775357,1036.3624938451069,1202.4935971961334,1385.694097869866,1586.3667548618564,1804.7756004168562,2041.0415568931005,2295.140860368138,2566.906185266812,2856.030291542489,3162.071957049394,3484.463913408924,3822.5224737985195,4175.458524922758,4542.389551704557,4922.352370351231,5314.316261591707,5717.196219151718,6129.866057063777,6551.171151433579,6979.940626207306,7414.998826912234,7855.175960109359,8299.31780846524,8746.294461208714,9195.008026783122,9644.399318419002,10093.453523980828,10541.204888763574,10986.740454019113,11429.202905049573,11867.79259094656,12301.768783753108,12730.450248273504,13153.2151952571,13569.500690535437,13978.801591184607,14380.669077185568,14774.708843610852,15160.57901429691,15537.987833462255,15906.691186969854,16266.490000050533,16617.227553419572,16958.786754927307,17291.08739926076,17614.083443814823,17927.760324718965,18232.13233316711,18527.24006867032,18813.147982641283,19357.727386507435,19616.62638814222,19866.77644504236,20108.328183034082,20341.44366248916,20566.294723882802,20783.06145096876,20991.930748792256,21193.0950330582,21386.751026817663,21573.09866001196,21752.34006710535,21924.67867782749,22090.318395923532,22249.46286075804,22402.314786629493,22549.07537471253,22689.943792648428,22825.11671693977,22954.787933468688,23079.14799164037,23198.38390785172,23312.678914192617,23422.212248501837,23527.158982116347,23627.689881870723,23723.971303117673,23816.165110752852,23904.428625431963
Kansas,20.575580794812605,27.51710955327448,36.321354089518216,47.346331528692616,60.984677978910895,77.6603237620973,97.82393721658406,121.94722040513538,150.5161937051165,184.0236527604496,222.96101802679587,267.80982235555507,319.03309484394975,377.0668995078678,442.31227597932997,515.1278078074141,595.8230139421319,684.6527227884079,781.8125481273767,887.4355444616392,1001.5900780165457,1124.2789105086167,1255.4394573200946,1394.9451509676328,1542.6078154209729,1698.1809372593914,1861.3637058816146,2031.8056867778414,2209.1119887929085,2392.8487877703697,2582.5490742857987,2777.7185016251424,2977.841221006705,3182.385603578196,3390.809762292456,3602.5668007976656,3817.1097304731043,4033.896010289909,4252.391676954168,4472.075044556029,4692.439963537918,4912.998638108992,5133.284009230599,5352.851716985567,5571.281661567196,5788.1791863552735,6003.175909680862,6215.930234026394,6426.127562678166,6633.4802543618625,6837.727346263917,7038.634075183192,7235.991225471985,7429.614331007879,7619.342756773639,7805.038683786512,7986.586019176087,8163.889251217053,8336.872267125686,8505.4771494648,8669.662965101083,8829.404558844193,8984.691362185913,9135.526225961632,9281.924284282766,9423.911855741042,9561.525386664029,9694.810440104447,9823.820733268918,10069.267256015486,10185.843737505651,10298.4243960348,10407.091066092275,10511.929034148025,10613.026431293209,10710.473673129742,10804.362945138815,10894.787731604218,10981.842386055496,11065.621741122864,11146.220755654756,11223.734196935618,11298.256355851394,11369.8807928792,11438.70011282288,11504.805766273716,11568.287875843642,11629.235085293776,11687.734429762451,11743.871225382109,11797.728976661985,11849.389300102273,11898.93186259428,11946.434333248877,11991.972347382094,12035.619481470825,12077.447237973232,12117.525038987049
Kentucky,121.16564420005128,145.15676634279248,172.68263171209492,204.04779487123628,239.5525075447446,279.4887851993849,324.1364994495412,373.75958168841566,428.6024184552285,488.8865117985871,554.8074687214937,626.5323731711218,704.1975824587028,787.9069779439438,877.7306877456722,973.7042875497348,1075.8284746210857,1184.0692001676625,1298.3582364578185,1418.594147701226,1544.6436277409161,1676.3431630890063,1813.500976737219,1955.8992064103625,2103.296270398415,2255.4293746684725,2412.017116473979,2572.7621419895167,2737.353818447739,2905.4708846876497,3076.7840477956256,3250.9584974991258,3427.6563140392104,3606.538749297788,3787.268364901508,3969.511014794533,4152.937663310682,4337.226033039594,4522.06207974272,4707.141294215841,4892.169833308294,5076.865484296786,5260.9584684819765,5444.192091243255,5626.323246869649,5807.122787304365,5986.375764520422,6163.881556610086,6339.453887846417,6512.920752985816,6684.12425595005,6852.920372777723,7019.178648389651,7182.781836289805,7343.625489841374,7501.61751323179,7656.677679685762,7808.7371239134445,7957.737815202925,8103.632016990802,8246.381738179605,8385.958180922087,8522.341189065026,8655.518700942646,8785.486209735238,8912.246234163367,9035.807801874043,9156.185947492257,9273.401226959806,9498.450227958232,9606.348549049648,9711.212362725852,9813.083192271672,9912.005564474655,10008.026660092812,10101.19598440962,10191.5650575837,10279.187124400032,10364.116882945058,10446.41023165898,10526.1240341626,10603.315901212292,10678.043989103791,10750.366813821918,10820.34308021837,10888.031525491891,10953.490776243809,11016.779218385991,11077.954879187007,11137.07532075501,11194.197544271798,11249.377904311106,11302.672032595117,11354.134770565468,11403.82011016898,11451.781142282907,11498.07001222973,11542.737881857216
Louisiana,2075.61863015921,2497.483299554566,2969.602878005122,3491.935081840091,4063.646627745679,4683.146877038095,5348.144708038625,6055.7240382154405,6802.433039941046,7584.3820796048985,8397.345690977525,9236.8643930415,10098.342803277885,10977.141209865413,11868.65849168545,12768.40496764465,13672.06438400472,14575.544789685791,15475.018494861128,16366.951655911069,17248.124284489684,18115.64164883788,18966.93813281173,19799.774654754852,20612.23073674481,21402.692266604387,22169.83592092142,22912.611126260083,23630.22033532189,24322.09829107249,24987.89084942688,25627.43383337949,26240.732300801534,26827.940525955688,27389.34292183923,27925.336066958535,28436.411945858035,28923.142467184112,29386.165285586834,29826.170923565838,30243.891165620684,30640.08867893816,31015.54780153255,31371.066429497954,31707.448929141894,32025.49999662879,32326.019386822638,32609.79743380656,32877.611287665655,33130.22179520595,33368.37095605992,33592.77988986342,33804.147254689786,34003.14806154245,34190.432834320934,34366.62706919421,34532.33095167518,34688.11929384182,34834.541658061695,34972.122637229455,35101.36226490965,35222.73653188992,35336.697988495085,35443.676414600086,35544.079541619314,35638.29381285815,35726.68517049925,35809.5998591837,35887.36523764457,36028.66793891078,36092.77283084238,36152.86513056147,36209.18978029732,36261.97754567032,36311.44573808642,36357.79891323263,36401.22954456667,36441.918671066116,36480.03651881845,36515.74309629878,36549.18876340511,36580.51477450489,36609.8537958982,36637.330398225335,36663.061524444216,36687.156934079656,36709.71962450407,36730.84623005183,36750.627399798264,36769.148154851784,36786.48822601627,36802.72237268015,36817.920683783545,36832.148861701855,36845.46848986889,36857.9372849428,36869.60933429576,36880.53531958396
Maine,199.19555081099998,211.9843463337566,225.32833445184485,239.23536655271596,253.71260359359863,268.7664943211807,284.4027559484462,300.62635733431614,317.4415046969406,334.85162987704473,352.8593811537099,371.46661660149726,390.6743999649254,410.48299901411116,430.8918863338956,451.89974248806567,473.504461490391,495.70315850514135,518.4921796915557,541.8671140994248,565.8228075164998,590.3533781628812,615.452234122834,641.1120924006166,667.3249994838777,694.0823532959411,721.3749264168097,749.1928904519958,777.5258414282066,806.3628260955268,835.692369016928,865.5025003276992,895.7807840496761,926.5143468478803,957.6899071203726,989.2938043156438,1021.3120283757856,1053.730249207817,1086.533846089988,1119.7079369244866,1153.2374072527653,1187.106938954612,1221.3010385570956,1255.8040650845712,1290.6002573860096,1325.6737608810035,1361.0086536708357,1396.5889719659895,1432.3987347863952,1468.421967895505,1504.6427269339845,1541.0451197233656,1577.6133277144131,1614.3316265591945,1651.1844057899357,1688.1561875916186,1725.2316446590128,1762.3956171323237,1799.6331286089871,1836.9294012322605,1874.2698698601807,1911.6401953212064,1949.0262767653767,1986.4142631221969,2023.79056367856,2061.1418577920217,2098.4551037565093,2135.7175468391447,2172.916726508303,2247.0769623651668,2284.0146226610605,2320.8422369114146,2357.54889725992,2394.1240177027303,2430.557336305805,2466.838916807611,2502.9591496335515,2538.908752348638,2574.678769574879,2610.260572399788,2645.645857302245,2680.8266446216985,2715.7952765963746,2750.5444149958184,2785.067038372616,2819.3564389577195,2853.406219223237,2887.2102881360065,2920.762857124681,2954.0584357824077,2987.091827326561,3019.8581238363017,3052.3527012880486,3084.571214408258,3116.509591362199,3148.164028296672,3179.5309837539357,3210.6071729733503
Maryland,662.3968012656401,776.3958977316213,905.2731980716728,1050.2244922157995,1212.447213844402,1393.1296989939947,1593.4402161885598,1814.5159434050765,2057.4520662295613,2323.291166462426,2613.013061545408,2927.5252429602465,3267.654046716244,3634.1366717713063,4027.614143312149,4448.6252978465145,4897.6018466058085,5374.864553355052,5880.620542842903,6414.961737220988,6977.864400175837,7569.1897525339855,8188.685608937232,8835.988972986464,9510.629518101156,10212.033873259395,10939.53062674038,11692.355956912084,12469.659796878823,13270.512439284115,14093.911488589785,14938.789070542996,15804.01921211191,16688.42530972711,17590.787609022624,18509.85062524604,19444.330439929803,20392.92181612781,21354.30508137701,22327.152734415253,23310.135738460824,24301.92947043945,25301.219301852027,26306.705792944438,27317.10948742094,28331.175300096627,29347.676494589,30365.41825238885,31383.240838423182,32400.02237153173,33414.681211134746,34426.17797378951,35433.517195338834,36435.74865597034,37431.96838675838,38421.31937718049,39402.992003716034,40376.224199978016,41340.3013889282,42294.55619761155,43238.36797454498,44171.16212943632,45092.40931431561,46001.624464457214,46898.365716678294,47782.233221738155,48652.867866650704,49509.949921774416,50353.19762657682,51997.24397633892,52797.65561072702,53583.455809096864,54354.5301469261,55110.793051911925,55852.18626901317,56578.67734145273,57290.25811351324,57986.943260237764,58668.768848471074,59335.79093304504,59988.084191324524,60625.740598787044,61248.868147808964,61857.58961137353,62452.04135299675,63032.3721837888,63598.7422672255,64151.32207189705,64690.291372226384,65215.8382969058,65728.15842458603,66227.45392616389,66713.93275285201,67187.80786907459,67649.29652911473,68098.61959633967,68536.00090374991,68961.66665453224
Massachusetts,991.9031165169044,1269.544635462358,1603.9147381846815,2001.5503782627234,2468.797193238845,3011.6521310751696,3635.611784972582,4345.532396899785,5145.506696669382,6038.761712145451,7027.5805093496765,8113.24958982391,9296.032468955078,10575.16885154555,11948.897861311136,13414.503002975896,14968.375955900445,16606.095918340972,18322.521030799813,20111.88838563029,21967.91925219598,23883.92638339625,25852.92059048896,27867.714150342694,29921.01901665828,32005.538221997005,34114.049262354165,36239.47863636594,38374.96705685322,40513.925156705984,42650.07977064753,44777.511088326886,46890.68114365222,48984.45423300402,51054.10994471259,53095.349538350565,55104.29643969287,57077.49162037822,59011.884614957904,60904.82089641202,62754.026288225185,64557.58904015497,66313.94013883629,68021.83236580406,69680.3185563982,71288.72945493656,72846.65150572441,74353.90486681207,75810.52188453045,77216.72622210838,78572.91279529777,79879.62863193473,81137.55474066662,82347.48904650215,83510.33042715701,84627.06386409343,85698.74670538187,86726.49602373183,87711.47704193012,88654.89258917881,89557.97354514754,90421.97022366886,91248.14464465207,92037.76364073924,92792.09274426333,93512.39080000024,94199.90524987337,94855.86803701504,95481.4920782932,96646.46288536748,97188.11560420056,97704.03765917988,98195.3105339001,98662.98489202498,99108.07979869224,99531.58218950688,99934.44655845557,100317.59483842897,100681.91645028206,101028.26849848755,101357.47609343806,101670.33278232905,101967.60107230431,102250.01303117306,102518.2709525134,102773.04807336684,103014.98933400713,103244.71217043816,103462.80733134784,103669.83971222096,103866.34920020412,104052.8515241198,104229.83910475636,104397.78190121953,104557.12824972073,104708.30569171226,104851.72178875297,104987.76492191457
Michigan,2307.140471720333,2788.0493037290307,3330.965255503751,3937.1485355902532,4606.980037044478,5339.954525347202,6134.701583662638,6989.031371241709,7900.001372777096,8863.999781863422,9876.840947085673,10933.868371858054,12030.061044707241,13160.139326588103,14318.667178661832,15500.148125743377,16699.11297325386,17910.197894068766,19128.21205054233,20348.194399353502,21565.45973344492,22775.634343291356,23974.681930984872,25158.920590609247,26325.03178482853,27470.062309517813,28591.420255036202,29686.865953616947,30754.498855943148,31792.741214014415,32800.319368575394,33776.24335326752,34719.78543881338,35630.45815249114,36507.99222355495,37352.3148259897,38163.52841728789,38941.89040650647,39687.793826987254,40401.74913876853,41084.36724260435,41736.34375120213,42358.44453324518,42951.49252137685,43516.35575596173,44053.93662147926,44565.16222124707,45050.975828249684,45512.32934464457,45950.176699561765,46365.46811368956,46759.145159477215,47132.13654727168,47485.35457006362,47819.69214251953,48136.02037342817,48435.18661443208,48718.012931818164,48985.29495210201,49237.80103607687,49476.271739846445,49701.41952507316,49913.92868421701,50114.455449891146,50303.62826060164,50482.048158067286,50650.28929402456,50808.89952691772,50958.40109115913,51232.04343477271,51357.10731057331,51474.910338801084,51585.858247346485,51690.335949263856,51788.70838746496,51881.32137377984,51968.50241787117,52050.56154225513,52127.792080356194,52200.471455114835,52268.861936183835,52333.2113741979,52393.75391099172,52450.710664977385,52504.290391180344,52554.69011568018,52602.09574441163,52646.68264645684,52688.616212108376,52728.05238610362,52765.13817653135,52800.012139991886,52832.804843655555,52863.639304913566,52892.63140935171,52919.89030780306,52945.5187932525,52969.613658374095
Minnesota,29.43804508821961,36.76674742319347,45.63004190600757,56.28261897127553,69.00834853063496,84.12146715607194,101.9674987538908,122.92387019483955,147.40018718506997,175.83814050807442,208.71101852397044,246.52280833337215,289.80687512773085,339.12421676764313,395.0612983556498,458.22747929755167,529.2520528770865,608.7809255142225,697.4729694648709,795.9960885983992,905.0230419328312,1025.2270737178715,1157.27740196399,1301.8346193825596,1459.546061717496,1631.041198430278,1816.9270996903765,2017.784031686492,2234.1612294942033,2466.5728932107954,2715.4944489079003,2981.359111273709,3264.5547797394856,3565.4212945303398,3884.248073565593,4221.272145571504,4576.676589263051,4950.589383096465,5343.082664973969,5754.172396468543,6183.81842168909,6631.924906871862,7098.341143197715,7582.862692219277,8085.232850649836,8605.144409118764,9142.241677829257,9696.122750848675,10266.341979997833,10852.412628956165,11453.809678233847,12069.9727520438,12700.30913880049,13344.196877939476,14000.987886953291,14670.0111039377,15350.575622500117,16041.973797563312,16743.4843023692,17454.37511881788,18173.90644513756,18901.33350674581,19635.90925800809,20376.88696440627,21123.522656379628,21875.077447779506,22630.819713474328,23390.02712214412,24151.98852170655,25681.394853449776,26447.48826633501,27213.63536662072,27979.20399721149,28743.581404616434,29506.175116482515,30266.413688921548,31023.747328907823,31777.648397401073,32527.61179914652,33273.15526532484,34013.81953537695,34749.168444417715,35478.788922684114,36202.29091344439,36919.30721572987,37629.493258146635,38332.52680988522,39028.10763487723,39715.95709485511,40395.81770685587,41067.4526604797,41730.64529997018,42385.198575929884,43030.93447122549,43667.693405373015,44295.33362142946,44913.73055915329,45522.77621793496
Mississippi,392.63863857327726,443.940623485941,500.1169019901368,561.4099259618529,628.0529630817225,700.2682513648256,778.265234378773,862.2388978255749,952.3682261253994,1048.8147953556481,1151.721516429669,1261.21153980856,1377.3873303874093,1500.3299185411881,1630.0983307077154,1766.7292003727146,1910.2365579455288,2060.6117958077757,2217.8238028083238,2381.819260687107,2552.523093351569,2729.8390586109144,2913.650470897168,3103.821042665706,3300.1958315642046,3502.602280077109,3710.851334178747,3924.7386275458693,4144.045718071464,4368.541363766999,4597.982825619706,4832.1171855652665,5070.682668424141,5313.409957412906,5560.023493661723,5810.242751028529,6063.783478383737,6320.358902431751,6579.680885024682,6841.461029797863,7105.411733806416,7371.247180658846,7638.6842724210255,7907.443498295941,8177.249738767884,8447.833004530812,8718.929110098017,8990.280282512826,9261.63570604804,9532.752004195838,9803.393660611053,10073.333380981485,10342.352398060711,10610.240722315251,10876.797340810821,11141.830367095708,11405.157144935489,11666.604308815848,11926.007804162457,12183.212870231517,12438.073988605158,12690.454800184905,12940.227993517125,13187.275167209162,13431.486669106247,13672.76141479972,13911.006687928679,14146.137924621868,14378.078484306165,14832.119172957642,15054.103424846398,15272.664723627078,15487.762270290048,15699.361636591182,15907.434492255046,16111.958331870017,16312.916202603918,16510.296433760974,16704.092369098096,16894.302102720594,17080.92821928455,17263.977539145602,17443.46086901132,17619.392758577647,17791.79126355733,17960.67771544191,18126.07649827671,18288.014832671008,18446.522567213404,18601.631977414032,18753.37757225193,18901.79590836576,19046.925411890592,19188.806207911155,19327.479957473148,19462.989702068884,19595.379715490744,19724.695362926635
Missouri,460.9324932005382,534.6242988992875,616.0809842573062,705.5508453502548,803.2273224076927,909.2458648866376,1023.6818635997513,1146.5496515091595,1277.8025448747055,1417.3338702166825,1564.9789006126682,1720.5176075182685,1883.678121659341,2054.1407884555897,2231.542699600632,2415.482582413499,2605.525931877185,2801.2102763298017,3002.050475996391,3207.5439633800147,3417.1758454383944,3630.4237989750122,3846.762702348533,4065.668958093613,4286.624472058125,4509.1202649696415,4732.6597017820595,4956.761332610764,5180.961346479772,5404.815645456668,5627.901552054021,5849.8191670706265,6070.1923983934585,6288.669683757657,6504.924432152896,6718.655209560317,6929.585695097045,7137.464433525227,7342.064409536319,7543.182468329869,7740.6386058440385,7934.275150629384,8123.95585784817,8309.56493427991,8491.006011565205,8668.20108326104,8841.089419642798,9009.62647259602,9173.782781413594,9333.542888866634,9488.904275559642,9639.876319320074,9786.479285212296,9928.74335070804,10066.707669588346,10200.419477293975,10329.93323967773,10455.309846439408,10576.615849936012,10693.922749551111,10807.3063213717,10916.845992552386,11022.624259439199,11124.72614827302,11223.238717089374,11318.25059727237,11409.851573100068,11498.132197532355,11583.183442435577,11743.961903352993,11819.870454983164,11892.911810408728,11963.174866068748,12030.747459257112,12095.716208578062,12158.166374720615,12218.181740009111,12275.84450525731,12331.235202525926,12384.432622456929,12435.513754931604,12484.553741872562,12531.625841081976,12576.801400078744,12620.14983896575,12661.738641424594,12701.633352998746,12739.897585887038,12776.59302952752,12811.779466306853,12845.514791782864,12877.855038857122,12908.854405381056,12938.5652847227,12967.038298862208,12994.322333622473,13020.464575676917,13045.510551009724
